data,value
13/09/2019 04:19:00,59.70
13/09/2019 04:21:00,59.50
13/09/2019 04:23:00,0.00
13/09/2019 04:25:00,59.50
13/09/2019 04:27:00,59.20
13/09/2019 04:29:00,59.20
13/09/2019 04:31:00,59.00
13/09/2019 04:33:00,0.00
13/09/2019 04:35:00,0.30
13/09/2019 04:37:00,0.00
13/09/2019 04:39:00,0.30
13/09/2019 04:41:00,0.30
13/09/2019 04:43:00,0.20
13/09/2019 04:45:00,0.20
13/09/2019 04:47:00,0.20
13/09/2019 04:49:00,0.20
13/09/2019 04:51:00,0.20
13/09/2019 04:53:00,0.20
13/09/2019 04:55:00,0.20
13/09/2019 04:57:00,0.20
13/09/2019 04:59:00,68.30
13/09/2019 05:01:00,59.70
13/09/2019 05:03:00,59.70
13/09/2019 05:05:00,59.60
13/09/2019 05:07:00,59.30
13/09/2019 05:09:00,59.30
13/09/2019 05:11:00,59.00
13/09/2019 05:13:00,0.20
13/09/2019 05:15:00,0.00
13/09/2019 05:17:00,0.00
13/09/2019 05:19:00,0.20
13/09/2019 05:21:00,0.00
13/09/2019 05:23:00,0.00
13/09/2019 05:25:00,0.00
13/09/2019 05:27:00,0.00
13/09/2019 05:29:00,0.00
13/09/2019 05:31:00,0.20
13/09/2019 05:33:00,0.00
13/09/2019 05:35:00,0.20
13/09/2019 05:37:00,0.20
13/09/2019 05:39:00,68.90
13/09/2019 05:41:00,59.40
13/09/2019 05:43:00,59.30
13/09/2019 05:45:00,59.00
13/09/2019 05:47:00,59.10
13/09/2019 05:49:00,58.90
13/09/2019 05:51:00,58.60
13/09/2019 05:53:00,0.20
13/09/2019 05:55:00,0.00
13/09/2019 05:57:00,0.00
13/09/2019 05:59:00,0.00
13/09/2019 06:01:00,0.00
13/09/2019 06:03:00,0.20
13/09/2019 06:05:00,0.20
13/09/2019 06:07:00,0.20
13/09/2019 06:09:00,0.20
13/09/2019 06:11:00,0.30
13/09/2019 06:13:00,0.30
13/09/2019 06:15:00,0.00
13/09/2019 06:17:00,67.60
13/09/2019 06:19:00,59.10
13/09/2019 06:21:00,59.00
13/09/2019 06:23:00,59.30
13/09/2019 06:25:00,59.50
13/09/2019 06:27:00,59.40
13/09/2019 06:29:00,58.10
13/09/2019 06:31:00,0.00
13/09/2019 06:33:00,0.00
13/09/2019 06:35:00,0.00
13/09/2019 06:37:00,0.00
13/09/2019 06:39:00,0.20
13/09/2019 06:41:00,0.00
13/09/2019 06:43:00,0.00
13/09/2019 06:45:00,0.00
13/09/2019 06:47:00,0.00
13/09/2019 06:49:00,0.00
13/09/2019 06:51:00,0.00
13/09/2019 06:53:00,0.00
13/09/2019 06:55:00,0.00
13/09/2019 06:57:00,0.00
13/09/2019 06:59:00,0.00
13/09/2019 07:01:00,0.00
13/09/2019 07:03:00,0.00
13/09/2019 07:05:00,0.00
13/09/2019 07:07:00,0.00
13/09/2019 07:09:00,0.00
13/09/2019 07:11:00,0.00
13/09/2019 07:13:00,0.00
13/09/2019 07:15:00,0.00
13/09/2019 07:17:00,0.00
13/09/2019 07:19:00,0.00
13/09/2019 07:21:00,0.00
13/09/2019 07:23:00,0.00
13/09/2019 07:25:00,0.00
